Province/State;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered
Indiana;US;39.8494;-86.2583;28/01/2020;0;0;0
Kentucky;US;37.6681;-84.6701;28/01/2020;0;0;0
District of Columbia;US;38.8974;-77.0268;28/01/2020;0;0;0
Nevada;US;38.3135;-117.0554;28/01/2020;0;0;0
New Hampshire;US;43.4525;-71.5639;28/01/2020;0;0;0
Minnesota;US;45.6945;-93.9002;28/01/2020;0;0;0
Nebraska;US;41.1254;-98.2681;28/01/2020;0;0;0
Ohio;US;40.3888;-82.7649;28/01/2020;0;0;0
Rhode Island;US;41.6809;-71.5118;28/01/2020;0;0;0
Wisconsin;US;44.2685;-89.6165;28/01/2020;0;0;0
Connecticut;US;41.5978;-72.7554;28/01/2020;0;0;0
Hawaii;US;21.0943;-157.4983;28/01/2020;0;0;0
Oklahoma;US;35.5653;-96.9289;28/01/2020;0;0;0
Utah;US;40.15;-111.8624;28/01/2020;0;0;0
;Burkina Faso;12.2383;-1.5616;28/01/2020;0;0;0
;;;;;;;
;Mongolia;46.8625;103.8467;28/01/2020;0;0;0
;Panama;8.538;-80.7821;28/01/2020;0;0;0
Kansas;US;38.5266;-96.7265;28/01/2020;0;0;0
Louisiana;US;31.1695;-91.8678;28/01/2020;0;0;0
Missouri;US;38.4561;-92.2884;28/01/2020;0;0;0
Vermont;US;44.0459;-72.7107;28/01/2020;0;0;0
Alaska;US;61.3707;-152.4044;28/01/2020;0;0;0
Arkansas;US;34.9697;-92.3731;28/01/2020;0;0;0
Delaware;US;39.3185;-75.5071;28/01/2020;0;0;0
Idaho;US;44.2405;-114.4788;28/01/2020;0;0;0
Maine;US;44.6939;-69.3819;28/01/2020;0;0;0
Michigan;US;43.3266;-84.5361;28/01/2020;0;0;0
Mississippi;US;32.7416;-89.6787;28/01/2020;0;0;0
Montana;US;46.9219;-110.4544;28/01/2020;0;0;0
New Mexico;US;34.8405;-106.2485;28/01/2020;0;0;0
North Dakota;US;47.5289;-99.784;28/01/2020;0;0;0
South Dakota;US;44.2998;-99.4388;28/01/2020;0;0;0
West Virginia;US;38.4912;-80.9545;28/01/2020;0;0;0
Wyoming;US;42.756;-107.3025;28/01/2020;0;0;0
Hubei;China;30.9756;112.2707;28/01/2020;3554;125;80
;Iran;32;53;28/01/2020;0;0;0
;;;;;;;
France;France;46.2276;2.2137;28/01/2020;4;0;0
Guangdong;China;23.3417;113.4244;28/01/2020;207;0;4
Henan;China;33.882;113.614;28/01/2020;168;1;0
Zhejiang;China;29.1832;120.0934;28/01/2020;173;0;3
Hunan;China;27.6104;111.7088;28/01/2020;143;0;0
Anhui;China;31.8257;117.2264;28/01/2020;106;0;0
Jiangxi;China;27.614;115.7221;28/01/2020;109;0;3
Shandong;China;36.3427;118.1498;28/01/2020;95;0;0
Diamond Princess;Cruise Ship;35.4437;139.638;28/01/2020;0;0;0
Jiangsu;China;32.9711;119.455;28/01/2020;70;0;1
Chongqing;China;30.0572;107.874;28/01/2020;132;0;0
Sichuan;China;30.6171;102.7103;28/01/2020;90;0;0
Heilongjiang;China;47.862;127.7615;28/01/2020;33;1;0
Denmark;Denmark;56.2639;9.5018;28/01/2020;0;0;0
Beijing;China;40.1824;116.4142;28/01/2020;91;1;4
Shanghai;China;31.202;121.4491;28/01/2020;66;1;4
Hebei;China;39.549;116.1306;28/01/2020;33;1;0
Fujian;China;26.0789;117.9874;28/01/2020;80;0;0
Guangxi;China;23.8298;108.7881;28/01/2020;51;0;2
Shaanxi;China;35.1917;108.8701;28/01/2020;46;0;0
Yunnan;China;24.974;101.487;28/01/2020;44;0;0
Hainan;China;19.1959;109.7453;28/01/2020;40;1;0
Guizhou;China;26.8154;106.8748;28/01/2020;9;0;0
Tianjin;China;39.3054;117.323;28/01/2020;24;0;0
Shanxi;China;37.5777;112.2922;28/01/2020;27;0;0
Gansu;China;37.8099;101.0583;28/01/2020;19;0;0
Hong Kong;China;22.3;114.2;28/01/2020;8;0;0
Liaoning;China;41.2956;122.6085;28/01/2020;34;0;0
Jilin;China;43.6661;126.1923;28/01/2020;8;0;0
;Czechia;49.8175;15.473;28/01/2020;0;0;0
Xinjiang;China;41.1129;85.2401;28/01/2020;10;0;0
Inner Mongolia;China;44.0935;113.9448;28/01/2020;15;0;0
Ningxia;China;37.2692;106.1655;28/01/2020;11;0;0
;Taiwan*;23.7;121;28/01/2020;8;0;0
;Vietnam;16;108;28/01/2020;2;0;0
;Russia;60;90;28/01/2020;0;0;0
Qinghai;China;35.7452;95.9956;28/01/2020;6;0;0
Macau;China;22.1667;113.55;28/01/2020;7;0;0
;Moldova;47.4116;28.3699;28/01/2020;0;0;0
;Bolivia;-16.2902;-63.5887;28/01/2020;0;0;0
Faroe Islands;Denmark;61.8926;-6.9118;28/01/2020;0;0;0
St Martin;France;18.0708;-63.0501;28/01/2020;0;0;0
;;;;;;;
Channel Islands;United Kingdom;49.3723;-2.3644;28/01/2020;0;0;0
New Brunswick;Canada;46.5653;-66.4619;28/01/2020;0;0;0
Tibet;China;31.6927;88.0924;28/01/2020;0;0;0
;Congo (Kinshasa);-4.0383;21.7587;28/01/2020;0;0;0
;Cote d'Ivoire;7.54;-5.5471;28/01/2020;0;0;0
Saint Barthelemy;France;17.9;-62.8333;28/01/2020;0;0;0
;Jamaica;18.1096;-77.2975;28/01/2020;0;0;0
;Reunion;-21.1151;55.5364;28/01/2020;0;0;0
;Turkey;38.9637;35.2433;28/01/2020;0;0;0
Gibraltar;United Kingdom;36.1408;-5.3536;28/01/2020;0;0;0
;Cuba;22;-80;28/01/2020;0;0;0
;Guyana;5;-58.75;28/01/2020;0;0;0
Australian Capital Territory;Australia;-35.4735;149.0124;28/01/2020;0;0;0
United Kingdom;United Kingdom;55.3781;-3.436;28/01/2020;0;0;0
;Kazakhstan;48.0196;66.9237;28/01/2020;0;0;0
French Polynesia;France;-17.6797;149.4068;28/01/2020;0;0;0
;Cayman Islands;19.3133;-81.2546;28/01/2020;0;0;0
;Guadeloupe;16.265;-61.551;28/01/2020;0;0;0
Manitoba;Canada;53.7609;-98.8139;28/01/2020;0;0;0
Saskatchewan;Canada;52.9399;-106.4509;28/01/2020;0;0;0
;Ethiopia;9.145;40.4897;28/01/2020;0;0;0
;Sudan;12.8628;30.2176;28/01/2020;0;0;0
;Guinea;9.9456;-9.6966;28/01/2020;0;0;0
;Aruba;12.5211;-69.9683;28/01/2020;0;0;0
Grand Princess;Canada;37.6489;-122.6655;28/01/2020;0;0;0
;Kenya;-0.0236;37.9062;28/01/2020;0;0;0
;Antigua and Barbuda;17.0608;-61.7964;28/01/2020;0;0;0
Alabama;US;32.3182;-86.9023;28/01/2020;0;0;0
;Uruguay;-32.5228;-55.7658;28/01/2020;0;0;0
;Ghana;7.9465;-1.0232;28/01/2020;0;0;0
Puerto Rico;US;18.2208;-66.5901;28/01/2020;0;0;0
;;;;;;;
;Namibia;-22.9576;18.4904;28/01/2020;0;0;0
;Seychelles;-4.6796;55.492;28/01/2020;0;0;0
;Trinidad and Tobago;10.6918;-61.2225;28/01/2020;0;0;0
;Venezuela;6.4238;-66.5897;28/01/2020;0;0;0
;Curacao;12.1696;-68.99;28/01/2020;0;0;0
;Eswatini;-26.5225;31.4659;28/01/2020;0;0;0
;Gabon;-0.8037;11.6094;28/01/2020;0;0;0
;Guatemala;15.7835;-90.2308;28/01/2020;0;0;0
;Guernsey;49.45;-2.58;28/01/2020;0;0;0
;Mauritania;21.0079;10.9408;28/01/2020;0;0;0
;Rwanda;-1.9403;29.8739;28/01/2020;0;0;0
;Saint Lucia;13.9094;-60.9789;28/01/2020;0;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;28/01/2020;0;0;0
;Suriname;3.9193;-56.0278;28/01/2020;0;0;0
;occupied Palestinian territory;31.9522;35.2332;28/01/2020;0;0;0
French Guiana;France;3.9339;-53.1258;28/01/2020;0;0;0
Guam;US;13.4443;144.7937;28/01/2020;0;0;0
;Kosovo;42.6026;20.903;28/01/2020;0;0;0
Newfoundland and Labrador;Canada;53.1355;-57.6604;28/01/2020;0;0;0
Prince Edward Island;Canada;46.5107;-63.4168;28/01/2020;0;0;0
;Central African Republic;6.6111;20.9394;28/01/2020;0;0;0
;Congo (Brazzaville);-4.0383;21.7587;28/01/2020;0;0;0
;Equatorial Guinea;1.5;10;28/01/2020;0;0;0
Mayotte;France;-12.8275;45.1662;28/01/2020;0;0;0
;Uzbekistan;41.3775;64.5853;28/01/2020;0;0;0
;Thailand;15;101;29/01/2020;14;0;5
;Japan;36;138;29/01/2020;7;0;1
;Singapore;1.2833;103.8333;29/01/2020;7;0;0
;Nepal;28.1667;84.25;29/01/2020;1;0;0
;Malaysia;2.5;112.5;29/01/2020;7;0;0
British Columbia;Canada;49.2827;-123.1207;29/01/2020;1;0;0
New South Wales;Australia;-33.8688;151.2093;29/01/2020;4;0;0
Victoria;Australia;-37.8136;144.9631;29/01/2020;1;0;0
Queensland;Australia;-28.0167;153.4;29/01/2020;1;0;0
;Cambodia;11.55;104.9167;29/01/2020;1;0;0
;Sri Lanka;7;81;29/01/2020;1;0;0
;Germany;51;9;29/01/2020;4;0;0
;Finland;64;26;29/01/2020;1;0;0
;United Arab Emirates;24;54;29/01/2020;4;0;0
;Philippines;13;122;29/01/2020;0;0;0
;India;21;78;29/01/2020;0;0;0
;Italy;43;12;29/01/2020;0;0;0
;Sweden;63;16;29/01/2020;0;0;0
;Spain;40;-4;29/01/2020;0;0;0
South Australia;Australia;-34.9285;138.6007;29/01/2020;0;0;0
;Belgium;50.8333;4;29/01/2020;0;0;0
;Egypt;26;30;29/01/2020;0;0;0
From Diamond Princess;Australia;35.4437;139.638;29/01/2020;0;0;0
;Lebanon;33.8547;35.8623;29/01/2020;0;0;0
;Iraq;33;44;29/01/2020;0;0;0
;Oman;21;57;29/01/2020;0;0;0
;;;;;;;
;Bahrain;26.0275;50.55;29/01/2020;0;0;0
;Kuwait;29.5;47.75;29/01/2020;0;0;0
;Algeria;28.0339;1.6596;29/01/2020;0;0;0
;Croatia;45.1;15.2;29/01/2020;0;0;0
;Switzerland;46.8182;8.2275;29/01/2020;0;0;0
;Austria;47.5162;14.5501;29/01/2020;0;0;0
;Israel;31;35;29/01/2020;0;0;0
;Pakistan;30.3753;69.3451;29/01/2020;0;0;0
;Brazil;-14.235;-51.9253;29/01/2020;0;0;0
;Georgia;42.3154;43.3569;29/01/2020;0;0;0
;Greece;39.0742;21.8243;29/01/2020;0;0;0
;North Macedonia;41.6086;21.7453;29/01/2020;0;0;0
;Norway;60.472;8.4689;29/01/2020;0;0;0
;Romania;45.9432;24.9668;29/01/2020;0;0;0
;Estonia;58.5953;25.0136;29/01/2020;0;0;0
;Netherlands;52.1326;5.2913;29/01/2020;0;0;0
;San Marino;43.9424;12.4578;29/01/2020;0;0;0
;Belarus;53.7098;27.9534;29/01/2020;0;0;0
;Iceland;64.9631;-19.0208;29/01/2020;0;0;0
;;;;;;;
;Mexico;23.6345;-102.5528;29/01/2020;0;0;0
;New Zealand;-40.9006;174.886;29/01/2020;0;0;0
;Nigeria;9.082;8.6753;29/01/2020;0;0;0
Western Australia;Australia;-31.9505;115.8605;29/01/2020;0;0;0
;Ireland;53.1424;-7.6921;29/01/2020;0;0;0
;Luxembourg;49.8153;6.1296;29/01/2020;0;0;0
;Monaco;43.7333;7.4167;29/01/2020;0;0;0
;Qatar;25.3548;51.1839;29/01/2020;0;0;0
;Ecuador;-1.8312;-78.1834;29/01/2020;0;0;0
;Azerbaijan;40.1431;47.5769;29/01/2020;0;0;0
;Armenia;40.0691;45.0382;29/01/2020;0;0;0
;Dominican Republic;18.7357;-70.1627;29/01/2020;0;0;0
;Indonesia;-0.7893;113.9213;29/01/2020;0;0;0
;Portugal;39.3999;-8.2245;29/01/2020;0;0;0
;Andorra;42.5063;1.5218;29/01/2020;0;0;0
Tasmania;Australia;-41.4545;145.9707;29/01/2020;0;0;0
;Latvia;56.8796;24.6032;29/01/2020;0;0;0
;Morocco;31.7917;-7.0926;29/01/2020;0;0;0
;Saudi Arabia;24;45;29/01/2020;0;0;0
;Senegal;14.4974;-14.4524;29/01/2020;0;0;0
;Argentina;-38.4161;-63.6167;29/01/2020;0;0;0
;Chile;-35.6751;-71.543;29/01/2020;0;0;0
;Jordan;31.24;36.51;29/01/2020;0;0;0
;Ukraine;48.3794;31.1656;29/01/2020;0;0;0
;Hungary;47.1625;19.5033;29/01/2020;0;0;0
Northern Territory;Australia;-12.4634;130.8456;29/01/2020;0;0;0
;;;;;;;
;Poland;51.9194;19.1451;29/01/2020;0;0;0
;Tunisia;34;9;29/01/2020;0;0;0
;Bosnia and Herzegovina;43.9159;17.6791;29/01/2020;0;0;0
;Slovenia;46.1512;14.9955;29/01/2020;0;0;0
;South Africa;-30.5595;22.9375;29/01/2020;0;0;0
;Bhutan;27.5142;90.4336;29/01/2020;0;0;0
;Cameroon;3.848;11.5021;29/01/2020;0;0;0
;Colombia;4.5709;-74.2973;29/01/2020;0;0;0
;Costa Rica;9.7489;-83.7534;29/01/2020;0;0;0
;Peru;-9.19;-75.0152;29/01/2020;0;0;0
;Serbia;44.0165;21.0059;29/01/2020;0;0;0
;Slovakia;48.669;19.699;29/01/2020;0;0;0
;Togo;8.6195;0.8248;29/01/2020;0;0;0
;Malta;35.9375;14.3754;29/01/2020;0;0;0
;Martinique;14.6415;-61.0242;29/01/2020;0;0;0
;Bulgaria;42.7339;25.4858;29/01/2020;0;0;0
;Maldives;3.2028;73.2207;29/01/2020;0;0;0
;Bangladesh;23.685;90.3563;29/01/2020;0;0;0
;Paraguay;-23.4425;-58.4438;29/01/2020;0;0;0
Ontario;Canada;51.2538;-85.3232;29/01/2020;1;0;0
Alberta;Canada;53.9333;-116.5765;29/01/2020;0;0;0
Quebec;Canada;52.9399;-73.5491;29/01/2020;0;0;0
;Albania;41.1533;20.1683;29/01/2020;0;0;0
;Cyprus;35.1264;33.4299;29/01/2020;0;0;0
;Brunei;4.5353;114.7277;29/01/2020;0;0;0
Washington;US;47.4009;-121.4905;29/01/2020;0;0;0
New York;US;42.1657;-74.9481;29/01/2020;0;0;0
California;US;36.1162;-119.6816;29/01/2020;0;0;0
Massachusetts;US;42.2302;-71.5301;29/01/2020;0;0;0
Diamond Princess;US;35.4437;139.638;29/01/2020;0;0;0
Grand Princess;US;37.6489;-122.6655;29/01/2020;0;0;0
Georgia;US;33.0406;-83.6431;29/01/2020;0;0;0
Colorado;US;39.0598;-105.3111;29/01/2020;0;0;0
Florida;US;27.7663;-81.6868;29/01/2020;0;0;0
New Jersey;US;40.2989;-74.521;29/01/2020;0;0;0
Oregon;US;44.572;-122.0709;29/01/2020;0;0;0
Texas;US;31.0545;-97.5635;29/01/2020;0;0;0
Illinois;US;40.3495;-88.9861;29/01/2020;0;0;0
Pennsylvania;US;40.5908;-77.2098;29/01/2020;0;0;0
Iowa;US;42.0115;-93.2105;29/01/2020;0;0;0
Maryland;US;39.0639;-76.8021;29/01/2020;0;0;0
North Carolina;US;35.6301;-79.8064;29/01/2020;0;0;0
South Carolina;US;33.8569;-80.945;29/01/2020;0;0;0
Tennessee;US;35.7478;-86.6923;29/01/2020;0;0;0
Virginia;US;37.7693;-78.17;29/01/2020;0;0;0
Arizona;US;33.7298;-111.4312;29/01/2020;0;0;0
Indiana;US;39.8494;-86.2583;29/01/2020;0;0;0
Kentucky;US;37.6681;-84.6701;29/01/2020;0;0;0
District of Columbia;US;38.8974;-77.0268;29/01/2020;0;0;0
Nevada;US;38.3135;-117.0554;29/01/2020;0;0;0
New Hampshire;US;43.4525;-71.5639;29/01/2020;0;0;0
Minnesota;US;45.6945;-93.9002;29/01/2020;0;0;0
Nebraska;US;41.1254;-98.2681;29/01/2020;0;0;0
Ohio;US;40.3888;-82.7649;29/01/2020;0;0;0
Rhode Island;US;41.6809;-71.5118;29/01/2020;0;0;0
Wisconsin;US;44.2685;-89.6165;29/01/2020;0;0;0
Connecticut;US;41.5978;-72.7554;29/01/2020;0;0;0
Hawaii;US;21.0943;-157.4983;29/01/2020;0;0;0
Oklahoma;US;35.5653;-96.9289;29/01/2020;0;0;0
Utah;US;40.15;-111.8624;29/01/2020;0;0;0
;Burkina Faso;12.2383;-1.5616;29/01/2020;0;0;0
;;;;;;;
;Mongolia;46.8625;103.8467;29/01/2020;0;0;0
;Panama;8.538;-80.7821;29/01/2020;0;0;0
Kansas;US;38.5266;-96.7265;29/01/2020;0;0;0
Louisiana;US;31.1695;-91.8678;29/01/2020;0;0;0
Missouri;US;38.4561;-92.2884;29/01/2020;0;0;0
Vermont;US;44.0459;-72.7107;29/01/2020;0;0;0
Alaska;US;61.3707;-152.4044;29/01/2020;0;0;0
Arkansas;US;34.9697;-92.3731;29/01/2020;0;0;0
Delaware;US;39.3185;-75.5071;29/01/2020;0;0;0
Idaho;US;44.2405;-114.4788;29/01/2020;0;0;0
Maine;US;44.6939;-69.3819;29/01/2020;0;0;0
Michigan;US;43.3266;-84.5361;29/01/2020;0;0;0
Mississippi;US;32.7416;-89.6787;29/01/2020;0;0;0
Montana;US;46.9219;-110.4544;29/01/2020;0;0;0
New Mexico;US;34.8405;-106.2485;29/01/2020;0;0;0
North Dakota;US;47.5289;-99.784;29/01/2020;0;0;0
South Dakota;US;44.2998;-99.4388;29/01/2020;0;0;0
West Virginia;US;38.4912;-80.9545;29/01/2020;0;0;0
Wyoming;US;42.756;-107.3025;29/01/2020;0;0;0
Hubei;China;30.9756;112.2707;29/01/2020;3554;125;88
;Iran;32;53;29/01/2020;0;0;0
;;;;;;;
France;France;46.2276;2.2137;29/01/2020;5;0;0
Guangdong;China;23.3417;113.4244;29/01/2020;277;0;5
Henan;China;33.882;113.614;29/01/2020;206;2;1
Zhejiang;China;29.1832;120.0934;29/01/2020;296;0;3
Hunan;China;27.6104;111.7088;29/01/2020;221;0;0
Anhui;China;31.8257;117.2264;29/01/2020;152;0;2
Jiangxi;China;27.614;115.7221;29/01/2020;109;0;3
Shandong;China;36.3427;118.1498;29/01/2020;130;0;1
Diamond Princess;Cruise Ship;35.4437;139.638;29/01/2020;0;0;0
Jiangsu;China;32.9711;119.455;29/01/2020;99;0;1
Chongqing;China;30.0572;107.874;29/01/2020;147;0;1
Sichuan;China;30.6171;102.7103;29/01/2020;108;1;1
Heilongjiang;China;47.862;127.7615;29/01/2020;38;1;0
Denmark;Denmark;56.2639;9.5018;29/01/2020;0;0;0
Beijing;China;40.1824;116.4142;29/01/2020;111;1;4
Shanghai;China;31.202;121.4491;29/01/2020;96;1;5
Hebei;China;39.549;116.1306;29/01/2020;48;1;0
Fujian;China;26.0789;117.9874;29/01/2020;84;0;0
Guangxi;China;23.8298;108.7881;29/01/2020;58;0;2
Shaanxi;China;35.1917;108.8701;29/01/2020;56;0;0
Yunnan;China;24.974;101.487;29/01/2020;55;0;0
Hainan;China;19.1959;109.7453;29/01/2020;43;1;0
Guizhou;China;26.8154;106.8748;29/01/2020;9;0;1
Tianjin;China;39.3054;117.323;29/01/2020;27;0;0
Shanxi;China;37.5777;112.2922;29/01/2020;27;0;1
Gansu;China;37.8099;101.0583;29/01/2020;24;0;0
Hong Kong;China;22.3;114.2;29/01/2020;10;0;0
Liaoning;China;41.2956;122.6085;29/01/2020;39;0;1
Jilin;China;43.6661;126.1923;29/01/2020;9;0;0
;Czechia;49.8175;15.473;29/01/2020;0;0;0
Xinjiang;China;41.1129;85.2401;29/01/2020;13;0;0
Inner Mongolia;China;44.0935;113.9448;29/01/2020;16;0;0
Ningxia;China;37.2692;106.1655;29/01/2020;12;0;0
;Taiwan*;23.7;121;29/01/2020;8;0;0
;Vietnam;16;108;29/01/2020;2;0;0
;Russia;60;90;29/01/2020;0;0;0
Qinghai;China;35.7452;95.9956;29/01/2020;6;0;0
Macau;China;22.1667;113.55;29/01/2020;7;0;0
;Moldova;47.4116;28.3699;29/01/2020;0;0;0
;Bolivia;-16.2902;-63.5887;29/01/2020;0;0;0
Faroe Islands;Denmark;61.8926;-6.9118;29/01/2020;0;0;0
St Martin;France;18.0708;-63.0501;29/01/2020;0;0;0
;;;;;;;
Channel Islands;United Kingdom;49.3723;-2.3644;29/01/2020;0;0;0
New Brunswick;Canada;46.5653;-66.4619;29/01/2020;0;0;0
Tibet;China;31.6927;88.0924;29/01/2020;0;0;0
;Congo (Kinshasa);-4.0383;21.7587;29/01/2020;0;0;0
;Cote d'Ivoire;7.54;-5.5471;29/01/2020;0;0;0
Saint Barthelemy;France;17.9;-62.8333;29/01/2020;0;0;0
;Jamaica;18.1096;-77.2975;29/01/2020;0;0;0
;Reunion;-21.1151;55.5364;29/01/2020;0;0;0
;Turkey;38.9637;35.2433;29/01/2020;0;0;0
Gibraltar;United Kingdom;36.1408;-5.3536;29/01/2020;0;0;0
;Cuba;22;-80;29/01/2020;0;0;0
;Guyana;5;-58.75;29/01/2020;0;0;0
Australian Capital Territory;Australia;-35.4735;149.0124;29/01/2020;0;0;0
United Kingdom;United Kingdom;55.3781;-3.436;29/01/2020;0;0;0
;Kazakhstan;48.0196;66.9237;29/01/2020;0;0;0
French Polynesia;France;-17.6797;149.4068;29/01/2020;0;0;0
;Cayman Islands;19.3133;-81.2546;29/01/2020;0;0;0
;Guadeloupe;16.265;-61.551;29/01/2020;0;0;0
Manitoba;Canada;53.7609;-98.8139;29/01/2020;0;0;0
Saskatchewan;Canada;52.9399;-106.4509;29/01/2020;0;0;0
;Ethiopia;9.145;40.4897;29/01/2020;0;0;0
;Sudan;12.8628;30.2176;29/01/2020;0;0;0
;Guinea;9.9456;-9.6966;29/01/2020;0;0;0
;Aruba;12.5211;-69.9683;29/01/2020;0;0;0
Grand Princess;Canada;37.6489;-122.6655;29/01/2020;0;0;0
;Kenya;-0.0236;37.9062;29/01/2020;0;0;0
;Antigua and Barbuda;17.0608;-61.7964;29/01/2020;0;0;0
Alabama;US;32.3182;-86.9023;29/01/2020;0;0;0
;Uruguay;-32.5228;-55.7658;29/01/2020;0;0;0
;Ghana;7.9465;-1.0232;29/01/2020;0;0;0
Puerto Rico;US;18.2208;-66.5901;29/01/2020;0;0;0
;;;;;;;
;Namibia;-22.9576;18.4904;29/01/2020;0;0;0
;Seychelles;-4.6796;55.492;29/01/2020;0;0;0
;Trinidad and Tobago;10.6918;-61.2225;29/01/2020;0;0;0
;Venezuela;6.4238;-66.5897;29/01/2020;0;0;0
;Curacao;12.1696;-68.99;29/01/2020;0;0;0
;Eswatini;-26.5225;31.4659;29/01/2020;0;0;0
;Gabon;-0.8037;11.6094;29/01/2020;0;0;0
;Guatemala;15.7835;-90.2308;29/01/2020;0;0;0
;Guernsey;49.45;-2.58;29/01/2020;0;0;0
;Mauritania;21.0079;10.9408;29/01/2020;0;0;0
;Rwanda;-1.9403;29.8739;29/01/2020;0;0;0
;Saint Lucia;13.9094;-60.9789;29/01/2020;0;0;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;29/01/2020;0;0;0
;Suriname;3.9193;-56.0278;29/01/2020;0;0;0
;occupied Palestinian territory;31.9522;35.2332;29/01/2020;0;0;0
French Guiana;France;3.9339;-53.1258;29/01/2020;0;0;0
Guam;US;13.4443;144.7937;29/01/2020;0;0;0
;Kosovo;42.6026;20.903;29/01/2020;0;0;0
Newfoundland and Labrador;Canada;53.1355;-57.6604;29/01/2020;0;0;0
Prince Edward Island;Canada;46.5107;-63.4168;29/01/2020;0;0;0
;Central African Republic;6.6111;20.9394;29/01/2020;0;0;0
;Congo (Brazzaville);-4.0383;21.7587;29/01/2020;0;0;0
;Equatorial Guinea;1.5;10;29/01/2020;0;0;0
Mayotte;France;-12.8275;45.1662;29/01/2020;0;0;0
;Uzbekistan;41.3775;64.5853;29/01/2020;0;0;0
;Thailand;15;101;30/01/2020;14;0;5
;Japan;36;138;30/01/2020;11;0;1
;Singapore;1.2833;103.8333;30/01/2020;10;0;0
;Nepal;28.1667;84.25;30/01/2020;1;0;0
;Malaysia;2.5;112.5;30/01/2020;8;0;0
British Columbia;Canada;49.2827;-123.1207;30/01/2020;1;0;0
New South Wales;Australia;-33.8688;151.2093;30/01/2020;4;0;2
Victoria;Australia;-37.8136;144.9631;30/01/2020;2;0;0
Queensland;Australia;-28.0167;153.4;30/01/2020;3;0;0
;Cambodia;11.55;104.9167;30/01/2020;1;0;0
;Sri Lanka;7;81;30/01/2020;1;0;0
;Germany;51;9;30/01/2020;4;0;0
;Finland;64;26;30/01/2020;1;0;0
;United Arab Emirates;24;54;30/01/2020;4;0;0
;Philippines;13;122;30/01/2020;1;0;0
;India;21;78;30/01/2020;1;0;0
;Italy;43;12;30/01/2020;0;0;0
;Sweden;63;16;30/01/2020;0;0;0
;Spain;40;-4;30/01/2020;0;0;0
South Australia;Australia;-34.9285;138.6007;30/01/2020;0;0;0
;Belgium;50.8333;4;30/01/2020;0;0;0
;Egypt;26;30;30/01/2020;0;0;0
From Diamond Princess;Australia;35.4437;139.638;30/01/2020;0;0;0
;Lebanon;33.8547;35.8623;30/01/2020;0;0;0
;Iraq;33;44;30/01/2020;0;0;0
;Oman;21;57;30/01/2020;0;0;0
;;;;;;;
;Bahrain;26.0275;50.55;30/01/2020;0;0;0
;Kuwait;29.5;47.75;30/01/2020;0;0;0
;Algeria;28.0339;1.6596;30/01/2020;0;0;0
;Croatia;45.1;15.2;30/01/2020;0;0;0
;Switzerland;46.8182;8.2275;30/01/2020;0;0;0
;Austria;47.5162;14.5501;30/01/2020;0;0;0
;Israel;31;35;30/01/2020;0;0;0
;Pakistan;30.3753;69.3451;30/01/2020;0;0;0
;Brazil;-14.235;-51.9253;30/01/2020;0;0;0
;Georgia;42.3154;43.3569;30/01/2020;0;0;0
;Greece;39.0742;21.8243;30/01/2020;0;0;0
;North Macedonia;41.6086;21.7453;30/01/2020;0;0;0
;Norway;60.472;8.4689;30/01/2020;0;0;0
;Romania;45.9432;24.9668;30/01/2020;0;0;0
;Estonia;58.5953;25.0136;30/01/2020;0;0;0
;Netherlands;52.1326;5.2913;30/01/2020;0;0;0
;San Marino;43.9424;12.4578;30/01/2020;0;0;0
;Belarus;53.7098;27.9534;30/01/2020;0;0;0
;Iceland;64.9631;-19.0208;30/01/2020;0;0;0
;;;;;;;
;Mexico;23.6345;-102.5528;30/01/2020;0;0;0
;New Zealand;-40.9006;174.886;30/01/2020;0;0;0
;Nigeria;9.082;8.6753;30/01/2020;0;0;0
Western Australia;Australia;-31.9505;115.8605;30/01/2020;0;0;0
;Ireland;53.1424;-7.6921;30/01/2020;0;0;0
;Luxembourg;49.8153;6.1296;30/01/2020;0;0;0
;Monaco;43.7333;7.4167;30/01/2020;0;0;0
;Qatar;25.3548;51.1839;30/01/2020;0;0;0
;Ecuador;-1.8312;-78.1834;30/01/2020;0;0;0
;Azerbaijan;40.1431;47.5769;30/01/2020;0;0;0
;Armenia;40.0691;45.0382;30/01/2020;0;0;0
;Dominican Republic;18.7357;-70.1627;30/01/2020;0;0;0
;Indonesia;-0.7893;113.9213;30/01/2020;0;0;0
;Portugal;39.3999;-8.2245;30/01/2020;0;0;0
;Andorra;42.5063;1.5218;30/01/2020;0;0;0
Tasmania;Australia;-41.4545;145.9707;30/01/2020;0;0;0
;Latvia;56.8796;24.6032;30/01/2020;0;0;0
;Morocco;31.7917;-7.0926;30/01/2020;0;0;0
;Saudi Arabia;24;45;30/01/2020;0;0;0
;Senegal;14.4974;-14.4524;30/01/2020;0;0;0
;Argentina;-38.4161;-63.6167;30/01/2020;0;0;0
;Chile;-35.6751;-71.543;30/01/2020;0;0;0
;Jordan;31.24;36.51;30/01/2020;0;0;0
;Ukraine;48.3794;31.1656;30/01/2020;0;0;0
;Hungary;47.1625;19.5033;30/01/2020;0;0;0
